jurisdiction,year_month,offender_profiles,arrestee,forensic_profiles,investigations_aided,ndis_labs
Arkansas,2001-12-01,11385,NA,91,10,1
Arkansas,2002-02-01,11385,NA,91,10,1
Arkansas,2002-06-01,12182,NA,146,11,1
Arkansas,2002-08-01,12453,NA,155,13,1
Arkansas,2002-10-01,12453,NA,155,13,1
Arkansas,2003-02-01,13297,NA,186,15,1
Arkansas,2003-06-01,13346,NA,206,15,1
Arkansas,2003-12-01,15148,NA,368,28,1
Arkansas,2004-02-01,15160,NA,381,32,1
Arkansas,2004-04-01,15160,NA,381,39,1
Arkansas,2004-06-01,15160,NA,381,39,1
Arkansas,2004-07-01,15160,NA,381,39,1
Arkansas,2004-08-01,15394,NA,485,41,1
Arkansas,2004-09-01,15866,NA,530,42,1
Arkansas,2004-10-01,16270,NA,551,55,1
Arkansas,2004-11-01,16270,NA,551,55,1
Arkansas,2004-12-01,16270,NA,551,55,1
Arkansas,2005-01-01,16997,NA,642,62,1
Arkansas,2005-02-01,16997,NA,642,62,1
Arkansas,2005-03-01,18183,NA,673,63,1
Arkansas,2005-04-01,18183,NA,673,80,1
Arkansas,2005-05-01,21188,NA,761,86,1
Arkansas,2005-06-01,21676,NA,775,86,1
Arkansas,2005-07-01,21676,NA,775,86,1
Arkansas,2005-08-01,25187,NA,793,86,1
Arkansas,2005-09-01,25187,NA,793,86,1
Arkansas,2005-10-01,25187,NA,793,86,1
Arkansas,2005-11-01,25187,NA,793,86,1
Arkansas,2005-12-01,27516,NA,807,86,1
Arkansas,2006-01-01,27516,NA,807,86,1
Arkansas,2006-02-01,31406,NA,816,86,1
Arkansas,2006-03-01,40610,NA,832,90,1
Arkansas,2006-04-01,40610,NA,832,90,1
Arkansas,2006-05-01,41847,NA,844,90,1
Arkansas,2006-06-01,44362,NA,869,118,1
Arkansas,2006-07-01,47881,NA,905,126,1
Arkansas,2006-08-01,51539,NA,917,126,1
Arkansas,2006-09-01,53080,NA,949,138,1
Arkansas,2006-10-01,61663,NA,996,138,1
Arkansas,2006-11-01,68021,NA,1053,161,1
Arkansas,2006-12-01,68715,NA,1078,161,1
Arkansas,2007-01-01,68715,NA,1078,161,1
Arkansas,2007-02-01,71247,NA,1224,207,1
Arkansas,2007-03-01,71940,NA,1261,242,1
Arkansas,2007-04-01,73246,NA,1285,252,1
Arkansas,2007-05-01,74856,NA,1322,257,1
Arkansas,2007-06-01,75178,NA,1348,280,1
Arkansas,2007-07-01,76317,NA,1448,280,1
Arkansas,2007-08-01,76317,NA,1448,280,1
Arkansas,2007-09-01,78029,NA,1517,311,1
Arkansas,2007-10-01,79076,NA,1579,311,1
Arkansas,2007-11-01,79076,NA,1579,311,1
Arkansas,2007-12-01,81299,NA,1639,311,1
Arkansas,2008-01-01,81299,NA,1639,311,1
Arkansas,2008-02-01,81299,NA,1639,311,1
Arkansas,2008-03-01,81299,NA,1639,311,1
Arkansas,2008-04-01,81299,NA,1639,311,1
Arkansas,2008-05-01,86756,NA,1907,403,1
Arkansas,2008-06-01,88996,NA,2041,432,1
Arkansas,2008-07-01,NA,NA,NA,432,1
Arkansas,2008-08-01,90540,NA,2115,462,1
Arkansas,2008-09-01,91522,NA,2160,505,1
Arkansas,2008-10-01,92366,NA,2285,548,1
Arkansas,2008-11-01,92366,NA,2303,NA,1
Arkansas,2008-12-01,92871,NA,2355,505,1
Arkansas,2009-01-01,93560,NA,2430,505,1
Arkansas,2009-02-01,93804,NA,2487,592,1
Arkansas,2009-03-01,94045,NA,2532,592,1
Arkansas,2009-04-01,96036,NA,2623,592,1
Arkansas,2009-05-01,97146,NA,2667,592,1
Arkansas,2009-06-01,97475,NA,2691,678,1
Arkansas,2009-07-01,99023,NA,2746,678,1
Arkansas,2009-08-01,NA,NA,NA,NA,1
Arkansas,2009-11-01,101781,NA,3113,843,1
Arkansas,2009-12-01,103587,NA,3229,923,1
Arkansas,2010-01-01,104014,NA,3308,960,1
Arkansas,2010-02-01,104409,NA,3419,983,1
Arkansas,2010-04-01,105366,NA,3657,1108,1
Arkansas,2010-05-01,106537,NA,3747,1160,1
Arkansas,2010-06-01,107577,NA,3849,1160,1
Arkansas,2010-07-01,108597,NA,3887,1215,1
Arkansas,2010-08-01,108969,NA,3955,1233,1
Arkansas,2010-11-01,111802,NA,4093,1330,1
Arkansas,2010-12-01,113369,NA,4174,1382,1
Arkansas,2011-02-01,115618,NA,4285,1406,1
Arkansas,2011-07-01,119327,NA,4693,1637,1
Arkansas,2011-08-01,119998,NA,4775,1678,1
Arkansas,2011-09-01,120870,NA,4888,1726,1
Arkansas,2011-10-01,121526,NA,4935,1726,1
Arkansas,2012-05-01,125904,435,5501,2067,1
Arkansas,2012-06-01,126656,452,5565,2067,1
Arkansas,2012-07-01,127296,470,5626,2086,1
Arkansas,2012-08-01,127705,487,5754,2128,1
Arkansas,2012-09-01,128947,523,5848,2194,1
Arkansas,2012-11-01,130426,577,6058,2256,1
Arkansas,2012-12-01,130999,616,6113,2327,1
Arkansas,2013-01-01,131521,644,6244,2398,1
Arkansas,2013-03-01,133251,707,6393,2436,1
Arkansas,2013-04-01,133668,714,6432,2436,1
Arkansas,2013-06-01,134734,757,6566,2525,1
Arkansas,2013-07-01,135396,779,6615,2555,1
Arkansas,2013-08-01,136367,839,6744,2584,1
Arkansas,2013-11-01,137636,885,7198,2634,1
Arkansas,2013-12-01,138260,906,7335,2816,1
Arkansas,2014-05-01,141430,1033,7913,3099,1
Arkansas,2014-08-01,142636,1107,8122,3205,1
Arkansas,2014-09-01,143172,1138,8175,3264,1
Arkansas,2014-10-01,143981,1168,8259,3297,1
Arkansas,2014-11-01,144710,1207,8382,3336,1
Arkansas,2014-12-01,145555,1230,8479,3423,1
Arkansas,2015-01-01,146575,1264,8560,3495,1
Arkansas,2015-02-01,147014,1285,8626,3529,1
Arkansas,2015-03-01,147501,1293,8735,3571,1
Arkansas,2015-04-01,148414,1320,8832,3633,1
Arkansas,2015-05-01,148866,1339,8962,3633,1
Arkansas,2015-06-01,149630,1368,9035,3754,1
Arkansas,2015-09-01,151439,2628,9290,3883,1
Arkansas,2015-11-01,152351,3815,9402,3972,1
Arkansas,2015-12-01,152763,4238,9441,4025,1
Arkansas,2016-01-01,152993,5135,9509,4050,1
Arkansas,2016-02-01,153533,6098,9576,4113,1
Arkansas,2016-03-01,154157,6709,9644,4164,1
Arkansas,2016-11-01,158338,16828,10096,4493,1
Arkansas,2016-12-01,158645,17455,10125,4520,1
Arkansas,2017-02-01,159373,19192,10196,4560,1
Arkansas,2017-03-01,159373,19192,10196,4560,1
Arkansas,2017-04-01,160181,21057,10312,4644,1
Arkansas,2017-05-01,160534,21854,10350,4664,1
Arkansas,2017-07-01,161104,23343,10495,4719,1
Arkansas,2017-08-01,161390,24014,10528,4755,1
Arkansas,2017-09-01,161805,25081,10558,4786,1
Arkansas,2017-10-01,162179,25887,10594,4832,1
Arkansas,2017-12-01,162494,26965,10673,4976,1
Arkansas,2018-01-01,162908,27365,10721,5084,1
Arkansas,2018-03-01,163843,29281,10864,5087,1
Arkansas,2018-04-01,164361,30331,10889,5123,1
Arkansas,2018-05-01,164656,30909,10935,5161,1
Arkansas,2018-07-01,165525,32720,11028,5206,1
Arkansas,2018-09-01,166494,34603,11077,5262,1
Arkansas,2018-10-01,166831,35495,11135,5292,1
Arkansas,2018-12-01,167220,36209,11211,5337,1
Arkansas,2019-01-01,167786,37448,11264,5363,1
Arkansas,2019-02-01,168215,38372,11331,5405,1
Arkansas,2019-03-01,168494,38916,11380,5431,1
Arkansas,2019-04-01,168933,39798,11422,5471,1
Arkansas,2019-05-01,169324,40662,11519,5528,1
Arkansas,2019-06-01,169608,41463,11564,5561,1
Arkansas,2019-08-01,170177,43486,11711,5651,1
Arkansas,2019-09-01,170450,44070,11763,5708,1
Arkansas,2019-10-01,170842,45006,11806,5738,1
Arkansas,2019-11-01,171154,45746,11858,5771,1
Arkansas,2020-01-01,171763,46907,11953,5841,1
Arkansas,2020-02-01,172015,47684,12008,5860,1
Arkansas,2020-03-01,172286,48515,12057,5903,1
Arkansas,2020-04-01,172549,48983,12156,5966,1
Arkansas,2020-05-01,172656,49539,12199,6007,1
Arkansas,2020-06-01,172764,50086,12231,6027,1
Arkansas,2020-07-01,172932,51141,12281,6050,1
Arkansas,2020-09-01,173321,52337,12386,6096,1
Arkansas,2020-10-01,173506,53044,12457,6148,1
Arkansas,2020-11-01,173633,53382,12521,6175,1
Arkansas,2020-12-01,173820,53931,12650,6265,1
Arkansas,2021-01-01,174042,54442,12713,6298,1
Arkansas,2021-02-01,174141,55076,12756,6340,1
Arkansas,2021-03-01,174327,55889,12782,6364,1
Arkansas,2021-04-01,174606,56923,12862,6403,1
Arkansas,2021-06-01,175237,58396,12928,6445,1
Arkansas,2021-07-01,175585,59211,12957,6460,1
Arkansas,2021-08-01,175708,59936,12966,6487,1
Arkansas,2021-10-01,176128,61187,13077,6522,1
Arkansas,2022-11-01,179197,69478,13991,6868,1
Arkansas,2023-08-01,181358,74599,14322,7102,1
Arkansas,2024-02-01,183020,78269,14698,7307,1
Arkansas,2024-10-01,186105,83708,15105,7565,1
Arkansas,2024-11-01,186400,84659,15140,7598,1
Arkansas,2025-01-01,186918,85877,15291,7681,1
Arkansas,2025-03-01,187474,86842,15442,7781,1
Arkansas,2025-04-01,187721,87488,15518,7836,1
Arkansas,2025-06-01,188275,88692,15676,7929,1
California,2001-07-01,15665,NA,272,52,8
California,2001-08-01,15665,NA,272,52,8
California,2001-09-01,15665,NA,272,52,8
California,2001-11-01,15665,NA,272,77,8
California,2001-12-01,15665,NA,272,99,12
California,2002-02-01,15665,NA,272,99,12
California,2002-06-01,41027,NA,429,99,13
California,2002-08-01,41983,NA,755,99,13
California,2002-10-01,41983,NA,755,99,13
California,2003-02-01,96170,NA,1029,99,13
California,2003-06-01,97903,NA,2452,99,16
California,2003-11-01,108193,NA,3105,99,17
California,2003-12-01,128296,NA,3194,99,17
California,2004-02-01,148692,NA,3743,99,17
California,2004-04-01,161952,NA,4477,785,18
California,2004-06-01,170700,NA,4705,785,17
California,2004-07-01,170700,NA,4705,785,17
California,2004-08-01,180517,NA,5286,785,17
California,2004-09-01,199055,NA,6340,785,17
California,2004-10-01,209358,NA,6496,785,17
California,2004-11-01,209358,NA,6496,785,17
California,2004-12-01,209358,NA,6496,785,17
California,2005-01-01,244704,NA,6673,930,17
California,2005-02-01,244704,NA,6673,930,17
California,2005-03-01,247842,NA,6833,930,17
California,2005-04-01,248828,NA,7160,988,17
California,2005-05-01,264094,NA,7479,988,17
California,2005-06-01,266540,NA,7663,988,17
California,2005-07-01,267934,NA,7856,1034,19
California,2005-08-01,271700,NA,7976,1034,19
California,2005-09-01,292276,NA,8143,1066,19
California,2005-10-01,298721,NA,8331,1066,19
California,2005-11-01,298721,NA,8331,1066,19
California,2005-12-01,310210,NA,8622,1066,19
California,2006-01-01,310210,NA,8622,1066,19
California,2006-02-01,316307,NA,8801,1066,19
California,2006-03-01,330417,NA,9119,1128,19
California,2006-04-01,330417,NA,9119,1128,19
California,2006-05-01,359752,NA,9373,1239,19
California,2006-06-01,380261,NA,9522,1345,19
California,2006-07-01,403478,NA,9769,1345,19
California,2006-08-01,427033,NA,9950,1509,19
California,2006-09-01,446834,NA,10103,1509,20
California,2006-10-01,476125,NA,10354,1509,20
California,2006-11-01,518806,NA,10533,1509,20
California,2006-12-01,548330,NA,10736,1705,20
California,2007-01-01,602338,NA,10943,1705,20
California,2007-02-01,636669,NA,11116,1925,20
California,2007-03-01,675294,NA,11421,2186,20
California,2007-04-01,711042,NA,11719,2360,20
California,2007-05-01,746748,NA,12012,2610,20
California,2007-06-01,781919,NA,12311,2759,20
California,2007-07-01,817210,NA,12624,2759,20
California,2007-08-01,817210,NA,12624,2759,20
California,2007-09-01,850838,NA,13183,2759,20
California,2007-10-01,870912,NA,13556,2759,20
California,2007-11-01,870912,NA,13556,2759,20
California,2007-12-01,893147,NA,14109,5521,20
California,2008-01-01,893147,NA,14109,5521,20
California,2008-02-01,893147,NA,14109,5521,20
California,2008-03-01,893147,NA,14109,5521,20
California,2008-04-01,893147,NA,14109,5521,20
California,2008-05-01,937820,NA,15084,5975,20
California,2008-06-01,1008926,NA,16704,6743,20
California,2008-07-01,NA,NA,NA,NA,20
California,2008-08-01,1032197,NA,17358,7160,20
California,2008-09-01,1040345,NA,17693,7160,20
California,2008-10-01,1051668,NA,18176,7160,20
California,2008-11-01,1061374,NA,18519,7333,20
California,2008-12-01,1073768,NA,18895,7557,20
California,2009-01-01,1085475,NA,19253,7557,20
California,2009-02-01,1102554,NA,19626,7557,20
California,2009-03-01,1112210,NA,20043,7557,20
California,2009-04-01,1129158,NA,20531,7557,20
California,2009-05-01,1143917,NA,20988,7557,20
California,2009-06-01,1156208,NA,21395,7814,20
California,2009-07-01,1173435,NA,22007,7814,20
California,2009-08-01,NA,NA,NA,NA,20
California,2009-11-01,1229781,NA,24115,7814,20
California,2009-12-01,1240027,NA,24496,7814,20
California,2010-01-01,1246852,NA,24868,7814,20
California,2010-02-01,1251307,NA,25323,12412,20
California,2010-04-01,1270908,NA,26419,12777,20
California,2010-05-01,1275968,NA,26848,12777,20
California,2010-06-01,1277623,NA,27018,12777,20
California,2010-07-01,1287074,NA,27968,12777,20
California,2010-08-01,1295199,NA,28456,12777,20
California,2010-11-01,1315777,NA,30601,12777,20
California,2010-12-01,1321925,NA,31331,12777,20
California,2011-02-01,1331326,NA,32821,12777,20
California,2011-07-01,1356165,NA,35927,12777,22
California,2011-08-01,1360993,NA,36383,20139,22
California,2011-09-01,1366549,NA,37331,20455,22
California,2011-10-01,1379562,NA,37845,20843,22
California,2012-05-01,1398162,475205,41990,21667,22
California,2012-06-01,1400221,485585,42558,21667,22
California,2012-07-01,1402107,496872,43065,22139,22
California,2012-08-01,1405941,509430,43777,22605,22
California,2012-09-01,1408281,520686,44401,23035,22
California,2012-11-01,1417172,549450,45645,24093,22
California,2012-12-01,1419913,558835,46172,24553,22
California,2013-01-01,1423121,569586,46738,24553,22
California,2013-03-01,1431210,599201,47550,24981,23
California,2013-04-01,1433399,608670,48148,25521,23
California,2013-06-01,1438200,628820,49418,26153,23
California,2013-07-01,1441234,639972,50149,26783,23
California,2013-08-01,1443725,650278,50803,27399,23
California,2013-11-01,1451436,683713,52728,29215,23
California,2013-12-01,1453729,692648,53162,29215,23
California,2014-05-01,1464799,746531,56525,30542,24
California,2014-08-01,1473434,784231,58384,32838,24
California,2014-09-01,1477034,798718,59257,33605,24
California,2014-10-01,1479077,807664,60031,33605,24
California,2014-11-01,1481042,817240,60660,33605,24
California,2014-12-01,1728212,NA,61267,33605,24
California,2015-01-01,1732699,NA,61697,33605,24
California,2015-02-01,1738818,569472,62375,33605,24
California,2015-03-01,1743511,573318,63116,33605,24
California,2015-04-01,1750375,580257,63900,33605,24
California,2015-05-01,1755198,586001,64665,33605,24
California,2015-06-01,1757978,591837,65428,33605,24
California,2015-09-01,1775996,612612,67629,33605,24
California,2015-11-01,1798690,621927,68963,45255,24
California,2015-12-01,1805725,624761,69653,46093,24
California,2016-01-01,1813080,629685,70304,46711,24
California,2016-02-01,1817352,633726,70528,47507,24
California,2016-03-01,1826612,637412,71279,48271,24
California,2016-11-01,1892677,672093,80428,53977,24
California,2016-12-01,1896061,676066,81195,54915,24
California,2017-02-01,1914084,683169,82499,56426,24
California,2017-03-01,1914084,683169,82499,56426,24
California,2017-04-01,1925814,694047,84026,58079,24
California,2017-05-01,1932072,698878,84689,59290,24
California,2017-07-01,1942117,701882,86162,61202,24
California,2017-08-01,1949908,709578,86997,62023,24
California,2017-09-01,1953689,713855,87683,62817,24
California,2017-10-01,1958278,718958,88299,62817,24
California,2017-12-01,1963099,724550,89817,64244,24
California,2018-01-01,1970834,728294,90202,64931,24
California,2018-03-01,1980158,737414,91860,65872,24
California,2018-04-01,1985681,742466,92643,66814,24
California,2018-05-01,1989591,746431,93413,67546,24
California,2018-07-01,1998552,754344,95122,67546,24
California,2018-09-01,2007874,760395,97015,68408,24
California,2018-10-01,2012463,766514,97866,69703,24
California,2018-12-01,2022026,776055,99840,71452,24
California,2019-01-01,2027331,782186,100737,72397,24
California,2019-02-01,2031333,785479,101603,73358,24
California,2019-03-01,2034474,787463,102377,74518,24
California,2019-04-01,2038611,791100,103231,76059,24
California,2019-05-01,2042661,794605,104367,76974,24
California,2019-06-01,2046844,796783,105218,77908,24
California,2019-08-01,2055947,805631,107048,80086,24
California,2019-09-01,2059853,808737,107940,81222,24
California,2019-10-01,2065390,813433,108892,82147,24
California,2019-11-01,2069678,817150,109603,82949,24
California,2020-01-01,2083085,828176,111046,84592,24
California,2020-02-01,2088762,830503,111831,85405,24
California,2020-03-01,2092980,834750,112701,86594,24
California,2020-04-01,2096847,838728,113625,87331,24
California,2020-05-01,2099349,843749,114456,88225,24
California,2020-06-01,2101615,848042,115300,89189,24
California,2020-07-01,2104046,851273,116480,90134,24
California,2020-09-01,2108927,858727,118341,91881,24
California,2020-10-01,2111233,864589,119196,92827,24
California,2020-11-01,2112466,867611,119950,92827,24
California,2020-12-01,2116402,871023,120692,93483,24
California,2021-01-01,2119130,874296,121337,93483,24
California,2021-02-01,2121551,878758,122129,94827,24
California,2021-03-01,2124577,883496,123203,95832,24
California,2021-04-01,2128699,888956,124126,96660,24
California,2021-06-01,2136389,896914,126115,98719,24
California,2021-07-01,2139982,901226,126891,99498,24
California,2021-08-01,2142975,903762,127308,100703,24
California,2021-10-01,2152679,909059,129434,102341,24
California,2022-11-01,2204962,953319,139248,111951,24
California,2023-08-01,2236886,987548,144677,118116,24
California,2024-02-01,2257141,1012182,149446,123147,24
California,2024-10-01,2285360,1042206,155812,NA,24
California,2024-11-01,2289402,1045565,156494,131279,24
California,2025-01-01,2297261,1052985,157726,132801,24
California,2025-03-01,2302104,1059937,159139,134607,24
California,2025-04-01,2306217,1061684,160023,135592,24
California,2025-06-01,2313422,1064683,161360,137478,24
Colorado,2001-07-01,6077,NA,45,13,3
Colorado,2001-08-01,6829,NA,48,15,3
Colorado,2001-09-01,6829,NA,48,15,3
Colorado,2001-11-01,7806,NA,66,15,3
Colorado,2001-12-01,8932,NA,72,15,3
Colorado,2002-02-01,8932,NA,72,15,3
Colorado,2002-06-01,12117,NA,143,18,3
Colorado,2002-08-01,13542,NA,197,29,3
Colorado,2002-10-01,14753,NA,258,33,3
Colorado,2003-02-01,15659,NA,300,38,3
Colorado,2003-08-01,22091,NA,456,53,4
Colorado,2003-12-01,24476,NA,545,54,4
Colorado,2004-02-01,25360,NA,567,56,4
Colorado,2004-06-01,28093,NA,760,62,4
Colorado,2004-07-01,28093,NA,760,62,4
Colorado,2004-08-01,29850,NA,809,73,4
Colorado,2004-09-01,31219,NA,886,83,4
Colorado,2004-10-01,31811,NA,900,83,4
Colorado,2004-11-01,31811,NA,900,83,4
Colorado,2004-12-01,31811,NA,900,83,4
Colorado,2005-01-01,33321,NA,990,101,4
Colorado,2005-02-01,33321,NA,990,101,4
Colorado,2005-03-01,34213,NA,1030,114,4
Colorado,2005-04-01,35121,NA,1058,114,4
Colorado,2005-05-01,38640,NA,1170,153,4
Colorado,2005-06-01,38870,NA,1210,161,4
Colorado,2005-07-01,40053,NA,1260,161,4
Colorado,2005-08-01,41328,NA,1314,161,4
Colorado,2005-09-01,42522,NA,1374,188,4
Colorado,2005-10-01,43253,NA,1396,200,4
Colorado,2005-11-01,43253,NA,1396,200,4
Colorado,2005-12-01,44861,NA,1512,212,4
Colorado,2006-01-01,44861,NA,1512,212,4
Colorado,2006-02-01,45729,NA,1562,221,4
Colorado,2006-03-01,47246,NA,1671,243,4
Colorado,2006-04-01,47246,NA,1671,243,4
Colorado,2006-05-01,48054,NA,1750,243,4
Colorado,2006-06-01,48546,NA,1777,252,4
Colorado,2006-07-01,49818,NA,1835,271,4
Colorado,2006-08-01,50531,NA,1882,281,4
Colorado,2006-09-01,51325,NA,1923,302,4
Colorado,2006-10-01,51808,NA,1969,317,4
Colorado,2006-11-01,52039,NA,2043,317,4
Colorado,2006-12-01,53044,NA,2090,317,4
Colorado,2007-01-01,53044,NA,2090,317,4
Colorado,2007-02-01,54405,NA,2203,342,4
Colorado,2007-03-01,55295,NA,2282,342,4
Colorado,2007-04-01,56029,NA,2314,342,4
Colorado,2007-05-01,57009,NA,2409,356,4
Colorado,2007-06-01,57857,NA,2470,371,4
Colorado,2007-07-01,58825,NA,2549,395,4
Colorado,2007-08-01,58825,NA,2549,395,4
Colorado,2007-09-01,60388,NA,2695,395,4
Colorado,2007-10-01,60938,NA,2841,395,4
Colorado,2007-11-01,60938,NA,2841,395,4
Colorado,2007-12-01,65141,NA,2992,553,4
Colorado,2008-01-01,65141,NA,2992,553,4
Colorado,2008-02-01,65141,NA,2992,553,4
Colorado,2008-03-01,65141,NA,2992,553,4
Colorado,2008-04-01,65141,NA,2992,553,4
Colorado,2008-05-01,79333,NA,3247,776,5
Colorado,2008-06-01,86101,NA,3409,860,5
Colorado,2008-07-01,NA,NA,NA,860,5
Colorado,2008-08-01,89700,NA,3548,925,5
Colorado,2008-09-01,91780,NA,3651,925,5
Colorado,2008-10-01,93247,NA,3766,925,5
Colorado,2008-11-01,95267,NA,3856,925,5
Colorado,2008-12-01,97344,NA,4007,925,5
Colorado,2009-01-01,98661,NA,4075,925,5
Colorado,2009-02-01,100273,NA,4128,1196,5
Colorado,2009-03-01,102002,NA,4221,1196,5
Colorado,2009-04-01,103776,NA,4358,1196,5
Colorado,2009-05-01,105556,NA,4475,1196,5
Colorado,2009-06-01,107088,NA,4593,1196,5
Colorado,2009-07-01,109287,NA,4680,1196,5
Colorado,2009-08-01,NA,NA,NA,NA,5
Colorado,2009-11-01,115297,NA,5026,1465,5
Colorado,2009-12-01,116484,NA,5093,1465,5
Colorado,2010-01-01,118026,NA,5163,1465,5
Colorado,2010-02-01,119113,NA,5236,1465,5
Colorado,2010-04-01,123030,NA,5526,1465,6
Colorado,2010-05-01,124143,NA,5573,1465,6
Colorado,2010-06-01,124717,NA,5649,1810,6
Colorado,2010-07-01,125425,NA,5730,1810,6
Colorado,2010-08-01,NA,NA,5836,1810,6
Colorado,2010-11-01,129503,NA,6032,1810,6
Colorado,2010-12-01,132364,NA,6223,1810,6
Colorado,2011-02-01,135784,NA,6374,2204,6
Colorado,2011-07-01,141534,NA,6675,2204,6
Colorado,2011-08-01,142083,NA,6727,2204,6
Colorado,2011-09-01,143424,NA,6800,2204,6
Colorado,2011-10-01,144342,NA,6863,2204,6
Colorado,2012-05-01,150449,56878,7313,2775,5
Colorado,2012-06-01,150948,59836,7362,2805,5
Colorado,2012-07-01,151157,60874,7408,2881,5
Colorado,2012-08-01,151449,63848,7520,2881,5
Colorado,2012-09-01,151733,64674,7605,2881,5
Colorado,2012-11-01,152878,69756,7760,2998,5
Colorado,2012-12-01,154136,72788,7852,3113,5
Colorado,2013-01-01,155608,76404,7956,3168,5
Colorado,2013-03-01,158294,83852,8173,3331,5
Colorado,2013-04-01,158741,86156,8325,3331,5
Colorado,2013-06-01,160422,91649,8525,3478,5
Colorado,2013-07-01,161030,93336,8697,3558,5
Colorado,2013-08-01,161908,96102,8788,3593,5
Colorado,2013-11-01,163933,102625,9041,3739,5
Colorado,2013-12-01,164566,104739,NA,3798,5
Colorado,2014-05-01,168023,117360,9605,4132,5
Colorado,2014-08-01,169237,121889,10154,4463,5
Colorado,2014-09-01,169908,125070,10290,4547,5
Colorado,2014-10-01,171010,129199,10549,4659,5
Colorado,2014-11-01,171188,130402,10626,4708,5
Colorado,2014-12-01,171895,133143,10809,4757,5
Colorado,2015-01-01,172461,135208,10999,4884,5
Colorado,2015-02-01,172803,136504,11110,4949,5
Colorado,2015-03-01,173411,139397,11380,5096,5
Colorado,2015-04-01,173925,141015,11638,5206,5
Colorado,2015-05-01,174510,143823,11907,5206,5
Colorado,2015-06-01,174872,145562,12088,5494,5
Colorado,2015-09-01,176287,152679,12917,5932,7
Colorado,2015-11-01,177288,157267,13650,6299,7
Colorado,2015-12-01,177994,159289,13962,6444,7
Colorado,2016-01-01,178408,161790,14164,6542,7
Colorado,2016-02-01,178871,163968,14291,6655,7
Colorado,2016-03-01,179554,167296,14473,6734,7
Colorado,2016-11-01,184017,188654,16324,7443,7
Colorado,2016-12-01,184809,191737,16561,7570,8
Colorado,2017-02-01,185922,196674,16931,7721,8
Colorado,2017-03-01,185922,196674,16931,7721,8
Colorado,2017-04-01,187268,202472,17324,7721,8
Colorado,2017-05-01,187878,205028,17476,7800,8
Colorado,2017-07-01,188844,209523,17848,8107,8
Colorado,2017-08-01,189457,212740,17944,8176,8
Colorado,2017-09-01,190237,216078,18107,8268,8
Colorado,2017-10-01,190919,219170,18270,8358,8
Colorado,2017-12-01,191579,224513,18652,8614,8
Colorado,2018-01-01,192643,227954,18896,8751,8
Colorado,2018-03-01,193854,233399,19454,9001,8
Colorado,2018-04-01,194353,236398,19713,9126,8
Colorado,2018-05-01,194813,238804,19953,9126,8
